10.228.80.40 qs1-nvrsk-verbovaya21-p2 Вербовая, д. 21
10.228.82.126 qs1-nvrsk-lenina67-p5 Ленина, д. 67
10.228.82.127 qs1-nvrsk-lenina67-p2 Ленина, д. 67
10.228.82.50 qs1-nvrsk-lenina9b Ленина, д. 9/к.Б
10.228.82.65 qs1-nvrsk-lenina91a-p1 Ленина, д. 91/к.А
10.228.80.140 qs1-nvrsk-lenina12-p3 Ленина, д. 12
10.228.82.43 qs1-nvrsk-lenina11-p2 Ленина, д. 11
10.228.80.139 qs1-nvrsk-lenina10-p3 Ленина, д. 10
10.228.82.83 qs1-nvrsk-lenina31-p2 Ленина, д. 31
10.228.82.86 qs1-nvrsk-lenina29-p2 Ленина, д. 29
10.228.80.186 qs1-nvrsk-lenina24-p3 Ленина, д. 24
10.228.82.49 qs1-nvrsk-lenina21-p2 Ленина, д. 21
10.228.82.55 qs1-nvrsk-lenina19-p2 Ленина, д. 19
10.228.80.149 qs1-nvrsk-lenina18-p3 Ленина, д. 18
10.228.82.90 qs1-nvrsk-lenina69-p5 Ленина, д. 69
10.228.82.118 qs1-nvrsk-lenina41-p1 Ленина, д. 41
10.228.83.47 qs1-nvrsk-lunacharskogo10-p2 Луначарского, д. 10
10.228.83.38 qs1-nvrsk-lunacharskogo12-p2 Луначарского, д. 12
10.228.81.19 qs1-nvrsk-malozemelskaya14-p2 Малоземельская, д. 14
10.228.81.12 qs1-nvrsk-malozemelskaya4 Малоземельская, д. 4
10.228.81.73 qs1-nvrsk-malozemelskaya5-p2 Малоземельская, д. 5
10.228.81.74 qs1-nvrsk-malozemelskaya5-p3 Малоземельская, д. 5
10.228.91.151 es1-nvrsk-malozemelskaya11-p3 Малоземельская, д. 11
10.228.91.150 es1-nvrsk-malozemelskaya13-p2 Малоземельская, д. 13
10.228.91.152 es1-nvrsk-malozemelskaya15-p2 Малоземельская, д. 15
10.228.91.153 es1-nvrsk-malozemelskaya15-p4 Малоземельская, д. 15
10.228.91.154 es1-nvrsk-malozemelskaya19 Малоземельская, д. 19
10.228.91.149 es1-nvrsk-malozem9-p4 Малоземельская, д. 9
10.228.91.156 es1-nvrsk-malozemelskaya23 Малоземельская, д. 23
10.228.80.89 qs1-nvrsk-molodezh14-p1 Молодежная, д. 14
10.228.80.95 qs1-nvrsk-molodezh26-p2 Молодежная, д. 26
10.228.83.54 qs2-nvrsk-dneprov11-p2 Днепровский, д. 11
10.228.84.23 qs3-nvrsk-dneprov11-p2 Днепровский, д. 11
10.228.81.18 qs1-nvrsk-zolotarevskogo8-p2 Золотаревского, д. 8
10.228.81.41 qs1-nvrsk-zolotarevskogo4-p2 Золотаревского, д. 4
10.228.81.46 qs1-nvrsk-zolotarevskogo2a-p2 Золотаревского, д. 2/к.А
10.228.82.164 qs1-nvrsk-industrialnaya6-p1 Индустриальная, д. 6
10.228.83.53 qs1-nvrsk-industrialnaya5a-p2 Индустриальная, д. 5/к.А
10.228.82.162 qs1-nvrsk-industrialnaya8-p2 Индустриальная, д. 8
10.228.80.157 qs1-nvrsk-isaeva4-p2 Исаева, д. 4
10.228.82.67 qs1-nvrsk-karamzina25-p2 Карамзина, д. 25
10.228.82.73 qs1-nvrsk-karamzina37-p1 Карамзина, д. 37
10.228.82.70 qs1-nvrsk-karamzina31 Карамзина, д. 31
10.228.82.29 qs1-nvrsk-karamzina53-p2 Карамзина, д. 53
10.228.82.20 qs1-nvrsk-karamzina41 Карамзина, д. 41
10.228.83.161 qs1-nvrsk-marksa1-p1 Карла Маркса, д. 1
10.228.83.147 qs1-nvrsk-marksa2-p3 Карла Маркса, д. 2
10.228.83.137 qs1-nvrsk-marksa27-p5 Карла Маркса, д. 27
10.228.82.42 qs1-nvrsk-gluhova3-p2 Глухова, д. 3
10.228.82.48 qs1-nvrsk-gluhova14-p3 Глухова, д. 14
10.228.83.139 qs1-nvrsk-gubernskogo41-p2 Губернского, д. 41
10.228.83.148 qs1-nvrsk-gubernskogo3-p2 Губернского, д. 3
10.228.80.54 qs1-nvrsk-dzerjinskogo230 Дзержинского, д. 230
10.228.80.53 qs1-nvrsk-dzerjinskogo228 Дзержинского, д. 228
10.228.80.52 qs1-nvrsk-dzerjinskogo226 Дзержинского, д. 226
10.228.80.48 qs1-nvrsk-dzerjinskogo224-p2 Дзержинского, д. 224
10.228.92.83 qs1-nvrsk-vidova157-p2 Видова, д. 157
10.228.81.33 qs1-nvrsk-volgogradskaya4-p1 Волгоградская, д. 4
10.228.81.32 qs1-nvrsk-volgogradskaya6-p2 Волгоградская, д. 6
10.228.81.10 qs1-nvrsk-volgogradskaya30-p1 Волгоградская, д. 30
10.228.81.9 qs1-nvrsk-volgogradskaya28-p2 Волгоградская, д. 28
10.228.81.20 qs1-nvrsk-volgogradskaya26a-p3 Волгоградская, д. 26/к.А
10.228.81.81 qs1-nvrsk-volgogradskaya38-p2 Волгоградская, д. 38
10.228.81.8 qs1-nvrsk-volgogradskaya26-p2 Волгоградская, д. 26
10.228.81.82 qs1-nvrsk-volgogradskaya40-p2 Волгоградская, д. 40
10.228.80.133 qs1-nvrsk-kornickogo22-p4 Корницкого, д. 22
10.228.91.166 es1-nvrsk-kunikova52a Куникова, д. 52/к.А
10.228.91.167 es1-nvrsk-kunikova54-p3 Куникова, д. 54
10.228.91.171 es1-nvrsk-kunikova58-p2 Куникова, д. 58
10.228.91.172 es1-nvrsk-kunikova58-p1 Куникова, д. 58
10.228.91.169 es1-nvrsk-kunikova58a-p1 Куникова, д. 58/к.А
10.228.91.173 es1-nvrsk-kunikova60-p1 Куникова, д. 60
10.228.91.176 es1-nvrsk-kunikova62a Куникова, д. 62/к.А
10.228.91.177 es1-nvrsk-kunikova64-p2 Куникова, д. 64
10.228.91.179 es1-nvrsk-kunikova64a-p2 Куникова, д. 64/к.А
10.228.91.181 es1-nvrsk-kunikova66-p2 Куникова, д. 66
10.228.91.165 es1-nvrsk-kunikova50-p5 Куникова, д. 50
10.228.91.230 d1-nvrsk-kunikova40-p2 Куникова, д. 40
10.228.91.159 es1-nvrsk-kunikova38-p2 Куникова, д. 38
10.228.91.160 es1-nvrsk-kunikova38-p5 Куникова, д. 38
10.228.91.157 es1-nvrsk-kunikova36-p3 Куникова, д. 36
10.228.91.158 es1-nvrsk-kunikova36-p7 Куникова, д. 36
10.228.81.29 qs1-nvrsk-kunikova94 Куникова, д. 94
10.228.81.27 qs1-nvrsk-kunikova104 Куникова, д. 104
10.228.82.8 qs1-nvrsk-kunikova21-p1 Куникова, д. 21
10.228.82.5 qs1-nvrsk-kunikova19-p2 Куникова, д. 19
10.228.83.113 qs1-nvrsk-kutuzovskaya13-p2 Кутузовская, д. 13
10.228.84.9 d1-nvrsk-kutuzovskaya13-p2 Кутузовская, д. 13
10.228.83.167 qs1-nvrsk-ledneva8-p2 Леднева, д. 8
10.228.80.200 qs1-nvrsk-lenina40a-p1 Ленина, д. 40/к.А
10.228.82.120 qs1-nvrsk-lenina39-p5 Ленина, д. 39
10.228.82.104 qs1-nvrsk-lenina91-p9 Ленина, д. 91
10.228.80.143 qs1-nvrsk-nabereg47-p1 Серебрякова, д. 47
10.228.80.166 qs1-nvrsk-nabereg35-p2 Серебрякова, д. 35
10.228.83.143 qs1-nvrsk-nabereg25-p2 Серебрякова, д. 25
10.228.80.183 qs1-nvrsk-nabereg65-p2 Серебрякова, д. 65
10.228.80.193 qs1-nvrsk-nabereg59-p2 Серебрякова, д. 59
10.228.80.142 qs1-nvrsk-nabereg45-p2 Серебрякова, д. 45
10.228.80.141 qs1-nvrsk-nabereg43-p1 Серебрякова, д. 43
10.228.80.78 qs1-nvrsk-pionerskaya15-p2 Пионерская, д. 15
10.228.80.11 qs1-nvrsk-pionerskaya33-p2 Пионерская, д. 33
10.228.80.8 qs1-nvrsk-pionerskaya25-p2 Пионерская, д. 25
10.228.80.80 qs1-nvrsk-pionerskaya17-p2 Пионерская, д. 17
10.228.80.152 qs1-nvrsk-suvorov1-p4 Суворовская, д. 1
10.228.80.147 qs1-nvrsk-suvorov13-p3 Суворовская, д. 13
10.228.80.176 qs1-nvrsk-suvorov39-p7 Суворовская, д. 39/49
10.228.80.189 qs1-nvrsk-suvorov19-p5 Суворовская, д. 19
10.228.83.19 qs1-nvrsk-tobolsk7 Тобольская, д. 7
10.228.83.163 qs1-nvrsk-tolstogo1-p3 Толстого, д. 1
10.228.80.83 qs1-nvrsk-molodezh4-p3 Молодежная, д. 4
10.228.80.84 qs1-nvrsk-molodezh6-p2 Молодежная, д. 6
10.228.82.176 qs1-nvrsk-moskowskaya5-p2 Московская, д. 5
10.228.82.177 qs1-nvrsk-moskowskaya5-p5 Московская, д. 5
10.228.83.65 qs1-nvrsk-moskowskaya12-p2 Московская, д. 12
10.228.83.66 qs1-nvrsk-moskowskaya12-p5 Московская, д. 12
10.228.83.69 qs1-nvrsk-moskowskaya6-p2 Московская, д. 6
10.228.82.174 qs1-nvrsk-moskowskaya9-p1 Московская, д. 9
10.228.81.26 d1-nvrsk-myshakskoe46 Мысхакское, д. 46
10.228.80.144 qs1-nvrsk-nabereg49-p1 Серебрякова, д. 49
10.228.80.179 qs1-nvrsk-nabereg69-p1 Серебрякова, д. 69
10.228.80.180 qs1-nvrsk-nabereg69-p5 Серебрякова, д. 69
10.228.80.159 qs1-nvrsk-sverdlova18-p3 Свердлова, д. 18
10.228.80.161 qs1-nvrsk-sverdlova18a-p2 Свердлова, д. 18/к.А
10.228.82.24 qs1-nvrsk-rubaho23 СнайРубахо, д. 23
10.228.83.158 qs1-nvrsk-sovetov66-p2 Советов, д. 66
10.228.83.166 qs1-nvrsk-sovetov34-p2 Советов, д. 34
10.228.83.170 es1-nvrsk-ledneva5 Леднева, д. 5
10.228.80.213 qs1-nvrsk-engels66-p2 Энгельса, д. 66
10.228.80.212 qs1-nvrsk-engels70 Энгельса, д. 70
10.228.80.202 qs1-nvrsk-engels76-p2 Энгельса, д. 76
10.228.80.207 qs1-nvrsk-engels98-p2 Энгельса, д. 98
10.228.80.203 qs1-nvrsk-engels78-p2 Энгельса, д. 78
10.228.80.33 qs1-nvrsk-hvorostyanskogo15-p1 Хворостянского, д. 15
10.228.80.35 qs1-nvrsk-hvorostyanskogo15-p3 Хворостянского, д. 15
10.228.80.77 qs1-nvrsk-hvorostyanskogo1-p2 Хворостянского, д. 1
10.228.83.141 qs1-nvrsk-cedrika4 Цедрика, д. 4
10.228.82.181 qs1-nvrsk-cemdolinskaja4-p2 Цемдолинская, д. 4
10.228.82.173 qs1-nvrsk-ciolkovskogo7-p3 Циолковского, д. 7
10.228.80.146 qs1-nvrsk-chernjahov3-p3 Черняховского, д. 3
10.228.82.75 qs1-nvrsk-chekhova20-p2 Чехова, д. 20
10.228.83.83 qs1-nvrsk-shillerovskaya4-p1 Шиллеровская, д. 4
10.228.83.124 qs1-nvrsk-schorsa3-p1 Щорса, д. 3
10.228.83.68 qs1-nvrsk-anapskoe18 Анапское, д. 18
10.228.82.179 qs1-nvrsk-anapskoe50-p2 Анапское, д. 50
10.228.83.109 qs1-nvrsk-vidova67a-p5 Видова, д. 67/к.А
10.228.92.58 qs1-nvrsk-vidova169-p8 Видова, д. 169
10.228.83.64 qs1-nvrsk-vidova135-p1 Видова, д. 135
10.228.83.169 d1-nvrsk-sovetov56 Советов, д. 56
10.228.80.138 qs1-nvrsk-lenina7-p2 Ленина, д. 7
10.228.82.12 qs1-nvrsk-alekseeva22-p2 Алексеева, д. 22
10.228.82.115 qs1-nvrsk-dzerjinskogo164a-p3 Дзержинского, д. 164/к.А
10.228.91.203 es1-nvrsk-desant61-p3 Героев Десантников, д. 61
10.228.81.70 qs1-nvrsk-desantnikov30-p2 Героев Десантников, д. 30
10.228.82.141 qs1-nvrsk-desantnikov9 Героев Десантников, д. 9
10.228.80.49 qs1-nvrsk-dzerjinskogo224-p3 Дзержинского, д. 224
10.228.80.105 qs1-nvrsk-dzerjinskogo219a Дзержинского, д. 219/к.А
10.228.82.117 qs1-nvrsk-lenina43-p3 Ленина, д. 43
10.228.80.92 qs1-nvrsk-molodezh20-p2 Молодежная, д. 20
10.228.82.41 qs1-nvrsk-karamzina2-p5 Карамзина, д. 2/8
10.228.83.173 es1-nvrsk-marksa49 Карла Маркса, д. 49
10.228.91.180 es1-nvrsk-kunikova64a-p5 Куникова, д. 64/к.А
10.228.83.112 qs1-nvrsk-kutuzovskaya25-p5 Кутузовская, д. 25
10.228.80.135 qs1-nvrsk-lezhenina88a-p1 Леженина, д. 88/к.А
10.228.83.18 qs1-nvrsk-tobolsk5 Тобольская, д. 5
10.228.80.217 qs1-nvrsk-tolstogo13-p2 Толстого, д. 13
10.228.83.154 qs1-nvrsk-rubina3-p3 Рубина, д. 3
10.228.80.192 qs1-nvrsk-nabereg57a-p1 Серебрякова, д. 57/к.А
10.228.83.121 qs1-nvrsk-vidova58-p2 Видова, д. 58
10.228.83.21 qs1-nvrsk-vidova188-p3 Видова, д. 188
10.228.83.26 qs1-nvrsk-vidova164-p5 Видова, д. 164
10.228.83.15 qs2-nvrsk-vidova182 Видова, д. 182
10.228.83.126 qs1-nvrsk-vidova85-p2 Видова, д. 85
10.228.80.199 qs1-nvrsk-lenina44-p3 Ленина, д. 44
10.228.82.52 qs1-nvrsk-lenina13-p2 Ленина, д. 13
10.228.82.53 qs1-nvrsk-lenina15-p3 Ленина, д. 15
10.228.91.155 es1-nvrsk-malozemelskaya21 Малоземельская, д. 21
10.228.83.59 qs1-nvrsk-dneprov7-p2 Днепровский, д. 7
10.228.83.31 qs1-nvrsk-dnestr2-p2 Днестровская, д. 2
10.228.81.16 qs1-nvrsk-zolotarevskogo12-p2 Золотаревского, д. 12
10.228.82.163 qs1-nvrsk-industrialnaya8-p5 Индустриальная, д. 8
10.228.80.158 qs1-nvrsk-isaeva4-p3 Исаева, д. 4
10.228.82.38 qs1-nvrsk-karamzina6-p1 Карамзина, д. 6
10.228.82.60 qs1-nvrsk-dzerjinskogo128-p1 Дзержинского, д. 128
10.228.82.153 qs1-nvrsk-desantnikov37-p3 Героев Десантников, д. 37
10.228.81.72 qs1-nvrsk-desantnikov38-p2 Героев Десантников, д. 38
10.228.83.149 qs1-nvrsk-gubernskogo2-p3 Губернского, д. 2
10.228.80.50 qs1-nvrsk-dzerjinskogo224-p4 Дзержинского, д. 224
10.228.82.125 qs1-nvrsk-lenina65-p2 Ленина, д. 65
10.228.82.88 qs1-nvrsk-lenina53-p5 Ленина, д. 53
10.228.82.84 qs1-nvrsk-lenina31-p5 Ленина, д. 31
10.228.82.34 qs1-nvrsk-lenina23 Ленина, д. 23
10.228.82.54 qs1-nvrsk-lenina17-p2 Ленина, д. 17
10.228.83.39 qs1-nvrsk-lunacharskogo4-p2 Луначарского, д. 4
10.228.81.42 qs1-nvrsk-zolotarevskogo4-p5 Золотаревского, д. 4
10.228.82.39 qs1-nvrsk-karamzina6-p2 Карамзина, д. 6
10.228.83.157 qs1-nvrsk-marksa35 Карла Маркса, д. 35
10.228.80.136 qs1-nvrsk-lezhenina90 Леженина, д. 90
10.228.82.169 qs1-nvrsk-kozlova65a-p3 Козлова, д. 65/к.А
10.228.80.134 qs1-nvrsk-kornickogo24 Корницкого, д. 24
10.228.91.168 es1-nvrsk-kunikova54-p7 Куникова, д. 54
10.228.91.170 es1-nvrsk-kunikova58a-p2 Куникова, д. 58/к.А
10.228.91.162 es1-nvrsk-kunikova42-p5 Куникова, д. 42
10.228.80.195 qs1-nvrsk-nabereg61-p6 Серебрякова, д. 61
10.228.80.81 qs1-nvrsk-pionerskaya17-p3 Пионерская, д. 17
10.228.80.71 qs1-nvrsk-pionerskaya21-p1 Пионерская, д. 21
10.228.82.21 qs1-nvrsk-ryzhova30 Рыжова, д. 30
10.228.83.156 qs1-nvrsk-svobody3-p2 Свободы, д. 3/5
10.228.83.87 qs1-nvrsk-moskowskaya8-p2 Московская, д. 8
10.228.81.40 qs1-nvrsk-myshakskoe56-p5 Мысхакское, д. 56
10.228.83.45 qs1-nvrsk-anapskoe62-p5 Анапское, д. 62
10.228.83.43 qs1-nvrsk-anapskoe64-p5 Анапское, д. 64
10.228.82.180 qs1-nvrsk-anapskoe52-p2 Анапское, д. 52
10.228.80.41 qs1-nvrsk-verbovaya17-p2 Вербовая, д. 17
10.228.92.60 qs1-nvrsk-vidova169-p11 Видова, д. 169
10.228.92.73 qs1-nvrsk-vidova165-p10 Видова, д. 165
10.228.83.37 qs1-nvrsk-vidova125-p2 Видова, д. 125
10.228.83.12 qs2-nvrsk-vidova184 Видова, д. 184
10.228.83.24 qs1-nvrsk-vidova168-p5 Видова, д. 168
10.228.83.28 qs1-nvrsk-vidova158a-p1 Видова, д. 158/к.А
10.228.82.57 qs1-nvrsk-alekseeva25-p2 Алексеева, д. 25
10.228.81.37 qs1-nvrsk-volgogradskaya14-p2 Волгоградская, д. 14
10.228.81.38 qs1-nvrsk-volgogradskaya10-p3 Волгоградская, д. 10
10.228.91.186 es1-nvrsk-dzer187-p4 Дзержинского, д. 187
10.228.82.114 qs1-nvrsk-dzerjinskogo164-p5 Дзержинского, д. 164
10.228.82.154 qs1-nvrsk-dzerjinskogo140-p1 Дзержинского, д. 140
10.228.83.90 qs1-nvrsk-gajdara27-p5 Гайдара, д. 27
10.228.82.137 qs1-nvrsk-desantnikov25 Героев Десантников, д. 25
